	course_code	course_title	offering_unit
497	Art Stud 277	Philippine Architecture	DAS
498	Art Stud 278	Perspectives in Modern and Contemporary Arts in the Philippines	DAS
499	Art Stud 281	Issues and Perspectives in Curatorial Studies in the Philippines	DAS
500	Art Stud 282	Curatorial Mediations in Culture and Arts Governance.	DAS
501	Art Stud 283	Arts Market and Audience	DAS
502	Art Stud 284	Contexts and Platforms of Curatorial Practice	DAS
503	Art Stud 285	The Formation and Engagement of Publics in Curatorial Practice	DAS
504	Art Stud 286	Models and Platforms of Curatorial Practice	DAS
505	Art Stud 287	Archival Practices in Art Studies	DAS
506	Art Stud 288	Critical Practice in Arts Management	DAS
507	Art Stud 298	Special Problems in Philippine Art	DAS
508	Art Stud 299	Research	DAS
509	Art Stud 300	Thesis	DAS
510	B 121	Video Procedures and Operations	DBC
511	B 201	Critical Histories of Broadcast Media	GRADUATE
512	B 202	Critical History of Fiction texts in Philippine Broadcast and Related Media	GRADUATE
513	B 203	Critical History of Non-Fiction Texts in Philippine Broadcast and Related Media	GRADUATE
514	B 206	Comparative Laws and Policies in Broadcast Media	GRADUATE
515	B 210	The Producer and the Creative Process	GRADUATE
516	B 211	The Broadcast Writer	GRADUATE
517	B 212	Broadcast Documentary Production	GRADUATE
518	B 214	Broadcast Fiction Production	GRADUATE
519	B 216	Broadcast Non-Fiction Production	GRADUATE
520	B 232	Broadcast and Simulated Realities	GRADUATE
521	B 240	Broadcast Criticism	GRADUATE
522	B 242	Broadcast Audience Studies	GRADUATE
523	B 260	Ethnography and Field Work in Broadcast Research	GRADUATE
524	B 264	Transmedia Narratives in Broadcast Texts and Related Media	GRADUATE
525	B 265	Development Discourses in Broadcast and Related Media	GRADUATE
526	B 270	The Business and Management of the Broadcast Media	GRADUATE
527	B 272	Broadcast Media Programming	GRADUATE
528	B 297	Special Topics	GRADUATE
529	B 298	Special Problems	GRADUATE
530	B Ind/Mal 10	Elementaring Bahasa Indonesia/Malaysia I (Elementary Bahasa Indonesia/Malaysia I)	Lingg
531	B Ind/Mal 11	Elementaring Bahasa Indonesia/Malaysia II (Elementary Bahasa Indonesia/Malaysia II)	Lingg
532	B Ind/Mal 12	Intermidyet na Bahasa Indonesia/Malaysia I (Intermediate Bahasa Indonesia/Malaysia I)	Lingg
533	B Ind/Mal 13	Intermidyet na Bahasa Indonesia/Malaysia II (Intermediate Bahasa Indonesia/Malaysia II)	Lingg
534	B Ind/Mal 100	Advans na Bahasa Indonesia/Malaysia I (Advanced Bahasa Indonesia/Malaysia I)	Lingg
535	B Ind/Mal 101	Advans na Bahasa Indonesia/Malaysia II (Advanced Bahasa Indonesia/Malaysia II)	Lingg
536	B Ind/Mal 110	Mga Babasahin sa Bahasa Indonesia/Malaysia (Readings in Bahasa Indonesia/Malaysia)	Lingg
537	B Ind/Mal 111	Advans na Komposisyon sa Bahasa Indonesia/Malaysia (Advanced Composition in Bahasa Indonesia/Malaysia)	Lingg
538	BA 99.1	Fundamental Accounting Theory and Practice I	DAF, SE
539	BA 99.2	Fundamental Accounting Theory and Practice II	DAF, DBA, SE
540	BA 101	Introduction to Business Management	DBA, HRIM
541	BA 102	Philippine Business Environment	DBA
542	BA 103	Introduction to Research in Business	DBA
543	BA 104	Human Behavior in Organizations	DBA
544	BA 105	Operations Management	DBA
545	BA 106	Fundamentals of Project Management	DBA
546	BA 107	Management of Technology	DBA
547	BA 108	Special Topics in Operations Management	DBA
548	BA 114.1	Accounting Theory and Practice I	DAF
549	BA 114.2	Accounting Theory and Practice II	DAF
550	BA 115	Management Accounting	DAF
551	BA 116	Cost Accounting	DAF
552	BA 117	Managerial Cost Accounting and Control	DAF
553	BA 118.1	Advanced Accounting I	DAF
554	BA 118.2	Advanced Accounting II	DAF
555	BA 118.3	Advanced Accounting III	DAF
556	BA 119	Special Topics in Accounting	DAF
557	BA 121	Accounting Systems	DAF
558	BA 122.1	Auditing Theory and Practice I 	DAF
559	BA 122.2	Auditing Theory and Practice II 	DAF
560	BA 123	Public Accounting Practice	DAF
561	BA 124	Fundamentals of Business Taxation	DAF
562	BA 126	Principles of Controllership	DAF
563	BA 127	Tax Accounting I	DAF
564	BA 128	Tax Accounting II	DAF
565	BA 129	Management Services	DAF
566	BA 132	Financial Institutions	DAF
567	BA 133	Introduction to Risk Management and Insurance	DAF
568	BA 141	Business Finance I	DAF
569	BA 142	Business Finance II	DBA, DAF
570	BA 145	Investments	DAF
571	BA 146	Special Topics in Finance	DAF
572	BA 147	Fundamentals of Derivative Securities	DAF
573	BA 148	Special Topics in Finance	DBA, DAF, SE
574	BA 151	Human Behavior in Organizations	DBA
575	BA 152	Introduction to Human Resource Management	DBA
576	BA 158	Special Topics in Human Resource Management	DBA
577	BA 160	Business Law	DAF, DBA
578	BA 161	Law on Business Transactions	DAF, SE
579	BA 162	Law on Business Organizations	DAF
580	BA 164	Negotiable Instruments and Insurance	DAF
581	BA 165	Law on Labor and Labor Relations	DBA
582	BA 166	The Law on Sales, Agency, and Other Business Transactions	DAF
583	BA 167	Laws on Governing the Financial System	DBA
584	BA 168	Special Topics in Business Law	DAF
585	BA 170	Marketing Management	DBA
586	BA 170	Marketing	DBA
587	BA 172	Marketing Communications	DBA
588	BA 173	Consumer Behavior 	DBA
589	BA 173	Retail Store Management	DBA
590	BA 174	Marketing Research	DBA
591	BA 175	Global Marketing	DBA
592	BA 176	Distribution Management	DBA
593	BA 177	Product Management	DBA
594	BA 178	Special Topics in Marketing Management	DBA
595	BA 179	Consumer Behavior 	DBA
596	BA 180	Business Statistics	DBA
597	BA 180.1	Information Technology in Business I	DBA, SE
598	BA 180.2	Information Technology in Business II	DBA
599	BA 181	Management Science I	DBA
600	BA 182	Management Science II	DBA
601	BA 183	Computer Methods and Applications	DBA
602	BA 184	Software Packages in Business	DBA
603	BA 186	Systems Analysis and Design	DBA
604	BA 188	Seminar in Business Economics	DBA
605	BA 190	Strategic Management	DBA
606	BA 191	Information Resource Management	DBA
607	BA 192	Entrepreneurship	DBA
608	BA 193	Introduction to Corporate Governance and Business Ethics	DBA
609	BA 194	Fundamentals of International Business	DBA
610	BA 197	Reading Course in Business Administration	DBA
611	BA 198	Special Topics in Business Administration	DBA
612	BA 199	Business Practice	DBA
613	BA 200	Business Research	DBA
614	BA 201 A	Macroeconomics and Economic Policies, Part I	DBA, DBA-BGC
615	BA 201 B	Macroeconomics and Economic Policies, Part II	DBA, DBA-BGC
616	BA 201	Economic Analysis	DAF-BGC, DAF, DBA, DBA-BGC
617	BA 202	Microeconomics	DBA, DBA-BGC
618	BA 203	Managerial Economics	DBA, DBA-BGC, DAF, DAF-BGC
619	BA 204	Public Control of Business	DBA, DBA-BGC
620	BA 205	Labor Economics and Labor Relations	DBA, DBA-BGC
621	BA 206	Industrial Organization	DBA, DBA-BGC
622	BA 207	Macroeconomics	DBA, DBA-BGC
623	BA 208	Economics of Investment and Technology	DBA, DBA-BGC
624	BA 209	Economic Development	DBA, DBA-BGC
625	BA 210	Topics in Business Economics	DBA-BGC, DBA
626	BA 210	Business Economics	DBA, DBA-BGC
627	BA 211	Management Science	DBA, DBA-BGC
628	BA 212	Quantitative Methods in Business II	DBA, DBA-BGC
629	BA 213	Applied Management Science	DBA, DBA-BGC
630	BA 214	Philippine Business Environment	DBA, DBA-BGC
631	BA 215	Basic Quantitative Methods for Business Decisions	DBA, DBA-BGC
632	BA 219	Corporate Financial Reporting	DAF-BGC, DAF
633	BA 220	Management Accounting	DBA, DAF, DBA-BGC, DAF-BGC
634	BA 220	Managerial Accounting and Control I	DBA, DBA-BGC, DAF, DAF-BGC
635	BA 221	Management Control Systems	DBA, DBA-BGC, DAF, DAF-BGC
636	BA 222	Financial Management I	DBA-BGC, DBA
637	BA 223	Financial Management II	DBA-BGC, DBA
638	BA 226	Controllership	DBA, DBA-BGC, DAF, DAF-BGC
639	BA 228	Management of Financial Institutions	DBA, DBA-BGC
640	BA 229	Management Services	DBA, DBA-BGC
641	BA 230	Marketing Management	DBA, DBA-BGC
642	BA 231	Marketing Management II	DBA-BGC, DBA
643	BA 232	Fundamentals of Marketing Management	DBA, DBA-BGC
644	BA 233	Marketing Communication	DBA, DBA-BGC
645	BA 234	Marketing Research and Analysis	DBA, DBA-BGC
646	BA 234.1	Consumer Behavior	DBA, DBA-BGC
647	BA 235	Services Marketing and Management	DBA, DBA-BGC
648	BA 236	Global Marketing Management	DBA, DBA-BGC
649	BA 237	Special Topics in Marketing Management	DBA, DBA-BGC
650	BA 238	Entrepreneurship	DBA-BGC, DBA
651	BA 239	Management of Small Business	DBA-BGC, DBA
652	BA 240	Operations Management	DBA-BGC, DBA
653	BA 241	Production and Operations Management II	DBA-BGC, DBA
654	BA 242	Fundamentals of Production and Operations Management	DBA-BGC, DBA
655	BA 243	Management of Innovation	DBA-BGC, DBA
656	BA 244	Logistics Management	DBA-BGC, DBA
657	BA 246	Seminar in Operations Management	DBA-BGC, DBA
658	BA 247	Special Topics in Operations Management	DBA-BGC, DBA
659	BA 250	Law in Business Transaction	DAF, DBA, DBA-BGC, DAF-BGC
660	BA 251	Organizational Behavior	VSB, DBA, DBA-BGC
661	BA 252	Human Resource Management	DBA, DBA-BGC
662	BA 253	Labor Laws and Collective Bargaining	DBA, DBA-BGC
663	BA 255	Organizational Development and Change Management	DBA, DBA-BGC
664	BA 256	Seminar in Human Resource Management	DBA-BGC, DBA
665	BA 257	Special Topics in Human Resource Management	DBA-BGC, DBA
666	BA 260	Money and Banking	DBA, DBA-BGC
667	BA 262	International Finance	DAF, DAF-BGC
668	BA 265	Introduction to Agribusiness	DBA, DBA-BGC
669	BA 266	Law in Agribusiness	DBA, DBA-BGC
670	BA 270	Agribusiness Management	DBA, DBA-BGC
671	BA 274	Knowledge Management in Organizations	DBA, DBA-BGC
672	BA 280.1	Fundamentals of Financial Management	DBA, DAF, DAF-BGC
673	BA 280.2	Corporate Finance and Financial Markets	DBA, DBA-BGC, DAF, DAF-BGC
674	BA 281	Options and Other Derivatives	DBA, DBA-BGC, DAF, DAF-BGC
675	BA 282	Advanced Corporate Finance	DAF, DAF-BGC, DBA, DBA-BGC
676	BA 284	Investment Management	DBA, DBA-BGC
677	BA 286	Management of Information Technology	DBA-BGC, DBA
678	BA 287	Special Topics in Financial Management	DBA, DBA-BGC
679	BA 290	General Management	DBA-BGC, DBA
680	BA 291.1	Strategic Management I	DBA, DBA-BGC
681	BA 291.2	Strategic Management II	DBA, DBA-BGC
682	BA 297	Special Topics in Strategic Management	DBA-BGC, DBA
683	BA 301	Business Economics I	DBA-BGC, DBA
684	BA 302	Microeconomic Analysis	DBA-BGC, DBA
685	BA 303	Macroeconomic Analysis	DBA, DBA-BGC
686	BA 311	Management Science I	DBA-BGC, DBA
687	BA 312	Management Science II	DBA-BGC, DBA
688	BA 313	Econometric Analysis	DBA, DBA-BGC
689	BA 314	Seminar in Philippine Business Environment	DBA, DBA-BGC
690	BA 315	Special Topics in Management Science	DBA, DBA-BGC
691	BA 320	Financial Theory	DBA-BGC, DBA
692	BA 321	Risk Analysis	DBA, DBA-BGC
693	BA 322	International Finance	DBA, DBA-BGC
694	BA 323	Corporate Finance	DAF-BGC, DAF
695	BA 325	Special Topics in Finance	DBA-BGC, DBA
696	BA 330	Marketing Decision Models	DBA, DBA-BGC
697	BA 335	Special Topics in Marketing	DBA-BGC, DBA
698	BA 350	Organization Theory	DBA-BGC, DBA
699	BA 390	Business Policy	DBA-BGC, DBA
700	BA 391	Industrial Organization	DBA, DBA-BGC
701	BA 392	Regulation and Public Policy	DBA, DBA-BGC
702	BA 394	Empirical Methods in Business Policy	DBA, DAF-BGC, DBA-BGC, DAF
703	BA 395	Special Topics in Business Policy	DBA-BGC, DBA
704	BA 397	Individual Study	DBA, DBA-BGC
705	BA 398	Seminar	DBA, DBA-BGC
706	BA 400	Dissertation Research	DBA-BGC, DBA
707	BC 101	Radio Production and Direction	DBC
708	BC 103	Fundamentals of Radio Writing	DBC
709	BC 106	Music in Broadcasting	DBC
710	BC 121	Television Production and Direction	DBC
711	BC 122	Writing Dramatic Materials for Television and Related Media	DBC
712	BC 125	Television Production Design	DBC
713	BC 130	Program Planning and Building	DBC
714	BC 131	Computer Applications in the Broadcast Media	DBC
715	BC 136	Broadcast Advertising	DBC
716	BC 146	Non-linear Post Production for Video	DBC
717	BC 148	Interactive Broadcasting	DBC
718	BC 174	Broadcast Marketing and Promotion	DBC
719	BC 181	Criticism of Broadcast Texts	DBC
720	BC 182	Broadcast Audience Studies	DBC
721	BC 185	Broadcast Media Studies	DBC
722	BC 190	Broadcast Management	DBC
723	BC 196	Special Topics in Broadcasting	DBC
724	BC 197	Special Projects in Broadcasting	DBC
725	BC 198	Internship	DBC
726	BC 199	Research in Broadcasting	DBC
727	BC 200	Thesis	DBC
728	BC 214	Broadcast Management	GRADUATE
729	BIO 1	Contemporary Topics in Biology	IB
730	BIO 11	Fundamentals of Biology I	IB
731	BIO 11.1	Fundamentals of Biology I Laboratory	IB
732	BIO 12	Fundamentals of Biology II	IB
733	BIO 12.1	Fundamentals of Biology II Laboratory	IB
734	BIO 100	Statistical Methods in Biology	IB
735	BIO 101	Plant Morphoanatomy	IB
736	BIO 102	Comparative Vertebrate Anatomy	IB
737	BIO 102.1	Comparative Vertebrate Anatomy Laboratory	IB
738	BIO 110	Introduction to Systematic Biology	IB
739	BIO 111	Phycology	IB
740	BIO 112	Mycology	IB
741	BIO 113	Fundamentals of Virology	IB
742	BIO 114	Mosses, Hepatics and Ferns	IB
743	BIO 115	Taxonomy of Angiosperms	IB
744	BIO 116	Invertebrate Biology	IB
745	BIO 116.1	Invertebrate Zoology Laboratory	IB
746	BIO 117	Vertebrate Biology	IB
747	BIO 118	Insect Biology	IB
748	BIO 119	Fish Biology	IB
749	BIO 120	General Microbiology	IB
750	BIO 121	Plant Physiology	IB
751	BIO 122	Animal Physiology	IB
752	BIO 122.1	Animal Physiology Laboratory	IB
753	BIO 123	Fundamentals of Microbial Physiology	IB, IB
754	BIO 124	Radiation Biology	IB
755	BIO 125	Medical Microbiology	IB, IB
756	BIO 130	Plant Developmental Biology	IB
757	BIO 131	Plant Developmental Biology	IB
758	BIO 132	Animal Developmental Biology	IB
759	BIO 132.1	Animal Developmental Biology Laboratory	IB
760	BIO 133	Developmental Biology	IB, IB
761	BIO 134	General Animal Histology	IB
762	BIO 140	Fundamentals of Genetics	IB
763	BIO 140.1	Fundamentals of Genetics Laboratory	IB
764	BIO 141	Fundamentals of Microbial Genetics	IB
765	BIO 141	Fundamentals of Microbial Genetics	IB
766	BIO 142	Fundamentals of Cytogenetics	IB
767	BIO 150	Fundamentals of Cell and Molecular Biology	IB
768	BIO 150.1	Fundamentals of Cell and Molecular Biology Laboratory	IB
769	BIO 151	Fundamentals of Immunobiology	IB
770	BIO 151	Fundamentals of Immunobiology	IB
771	BIO 160	Fundamentals of Ecology	IB
772	BIO 160.1	Fundamentals of Ecology Laboratory	IB
773	BIO 161	Field Biology	IB
774	BIO 162	Limnology	IB
775	BIO 163	Fundamentals of Microbial Ecology	IB, IB
776	BIO 164	Biodiversity and Conservation Biology	IB
777	BIO 165	Biogeography	IB
778	BIO 166	Restoration Ecology	IB
779	BIO 170	Animal Behavior	IB
780	BIO 171	General  Parasitology	IB
781	BIO 172	Systematics and Ecology of Animal Parasites	IB
782	BIO 173	Parasitology	IB
783	BIO 182	Computer Methods in Biology	IB
784	BIO 183	Microtechnique	IB
785	BIO 184	Economic Botany	IB
786	BIO 185	Plant Materials for Urban Areas	IB
787	BIO 191	Systematics and Evolution  	IB
788	BIO 193	Evolutionary Ecology	IB
789	BIO 196	Undergraduate Seminar	IB
790	BIO 200a	Undergraduate Thesis I	IB
791	BIO 200b	Undergraduate Thesis II	IB
792	BIO 200	Undergraduate Thesis	IB
793	BIO 210	Advanced Systematics	IB
794	BIO 210	Systematics	IB
795	BIO 220	Chemical Physiology	IB
796	BIO 221	Advanced Plant Physiology	IB, IB
797	BIO 224	Stress Physiology	IB
798	BIO 230	Differentiation in Embryonic Systems	IB, IB
799	BIO 231	Plant Histology	IB
800	BIO 232	Advances in Plant Developmental Biology	IB, IB
801	BIO 233	Advances in Animal Developmental Biology	IB, IB
802	BIO 234	Developmental Morphology of Vascular Plants	IB
803	BIO 235	Plant Morphogenesis	IB
804	BIO 240	Advanced Genetics	IB
805	BIO 241	Advanced Molecular Genetics	IB
806	BIO 242	Cytogenetics	IB
807	BIO 243	Population Genetics	IB
808	BIO 244	Advanced Evolutionary Genetics	IB, IB
809	BIO 250	Advanced Cell and Molecular Biology	IB
810	BIO 251	Advanced Immunobiology	IB
811	BIO 260	Advanced Ecology	IB
812	BIO 262	Freshwater Ecology	IB
813	BIO 263	Terrestrial Ecology	IB
814	BIO 265	Advanced Biogeography	IB
815	BIO 269	Research in Ecology	IB
816	BIO 271	Advanced Parasitology	IB
817	BIO 281	Experimental Design and Statistical Analysis	IB
818	BIO 296	Seminar	IB
819	BIO 297	Critique on Evolution	IB
820	BIO 299	Research in Biology	IB, IB
821	BIO 300	M.S. Thesis	IB
822	BIO 321	Current Topics in Physiology	IB
823	BIO 322	Advanced Animal Physiology	IB, IB
824	BIO 324	Special Problems in Radiation Biology	IB
825	BIO 329	Advanced Research in Physiology	IB
826	BIO 331	Current Topics in Developmental Biology	IB
827	BIO 351	Current Topics in Cell and Molecular Biology	IB
828	BIO 359	Advanced Research in Cell and Molecular Biology	IB
829	BIO 369	Advanced Research in Ecology	IB
830	BIO 395	Advanced Studies in Biology	IB
831	BIO 397	Current Topics in Biology	IB, IB
832	BIO 399	Independent Doctoral Research in Biology	IB, IB
833	BIO 400	PhD Dissertation	IB
834	BJ 101	Introduction to Broadcast Journalism	OCS
835	BJ 110	Radio News Production	DJourn, OCS
836	BJ 120	Television News Production	OCS, DJourn
837	BJ 130	Issues in Broadcast News and Public Affairs Programs	DBC
838	BJ 170	Broadcast Newsroom Management	DJourn, OCS
839	BM 142	Business Finance II	UPDEPP/O
840	BMAS 100	Introduction to Broadcast Media Studies	DBC
841	BMAS 102	Aural Language in Broadcast Media	DBC
842	BMAS 103	Visual Language in Broadcast Media	DBC
843	BMAS 105	Ethics in Broadcast Media	DBC
844	BMAS 107	Writing for Broadcast Media 	DBC
845	BMAS 108	Presentation Skills in Broadcast Media 	DBC
846	BMAS 109	Political Economy of Broadcast Media	DBC
847	BMAS 110	Ideation in Broadcast Media	DBC
848	BMAS 111	Videography in Broadcast Media	DBC
849	BMAS 112	Production for Broadcast Media I	DBC
